,object1,object2,,,,πÈ“ªæÿ’Û,,,,,,,,,,,,,,,,,,,,,,
134,2.431917028,-244.8558807,244.8558807,,,0.329472054,0.306873517,,,,0.001002328,0.000934259,-0.006921506,-0.006517165,,,,,,,0.164790442,0.153386076,,0.48242298,0.225129241,0.318180389,,
135,2.54267519,-281.1047058,281.1047058,,,0.399809089,0.394867193,,,,0.001216569,0.001202473,-0.008165274,-0.008084678,,,,,,,0.199970576,0.197368381,,0.426383249,0.280967089,0.397210652,,
136,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
137,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
138,2.659778545,-316.181488,316.181488,,,0.474175642,0.480015745,,,,0.001443184,0.001462152,-0.009439729,-0.009544701,,,,,,,0.237166135,0.239928594,,0.369988588,0.337362566,0.476937889,,
139,2.9176427,-373.6221924,373.6221924,,,0.637932421,0.619452504,,,,0.001942557,0.001887685,-0.012128839,-0.011840322,,,,,,,0.31907157,0.309623945,,0.262870389,0.444605047,0.628438846,,
140,2.877856361,-372.4813843,372.4813843,,,0.612666084,0.616683203,,,,0.001865475,0.00187923,-0.011723093,-0.011795725,,,,,,,0.306434228,0.308239752,,0.272703199,0.434642008,0.614469433,,
141,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
142,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
143,2.34438532,-217.4083099,217.4083099,,,0.273884993,0.240244803,,,,0.000833079,0.000731263,-0.005906848,-0.005280261,,,,,,,0.136987731,0.120082723,,0.52570001,0.182168867,0.257348321,,
144,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
145,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
146,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
147,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
148,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
149,3.388422026,-501.0858154,501.0858154,,,0.936901102,0.928869227,,,,0.002855541,0.002833255,-0.016729168,-0.016620808,,,,,,,0.468605288,0.464281203,,0.047787902,0.659657443,0.932450044,,
150,3.45466223,-518.375,518.375,,,0.978966982,0.970838557,,,,0.002984134,0.00296165,-0.017351086,-0.017242753,,,,,,,0.489645175,0.485258937,,0.018244601,0.689368278,0.974216692,,
151,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
152,3.421542252,-509.8599854,509.8599854,,,0.95793412,0.95016844,,,,0.002919834,0.002898411,-0.017040816,-0.016937133,,,,,,,0.47912527,0.474927292,,0.032857674,0.67462356,0.953556827,,
153,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
154,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
155,2.931837082,-384.1412964,384.1412964,,,0.646946572,0.644987528,,,,0.00197006,0.001965652,-0.012272864,-0.012249807,,,,,,,0.323580134,0.322387239,,0.250573859,0.456768682,0.645753161,,
156,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
157,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
158,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
159,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
160,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
161,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
162,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
163,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
164,2.799787452,-351.0363159,351.0363159,,,0.563088378,0.564625506,,,,0.00171426,0.001720321,-0.010917733,-0.010950262,,,,,,,0.281637187,0.282219501,,0.308633737,0.398707093,0.563670407,,
165,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
166,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
167,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
168,3.487782456,-530.3880005,530.3880005,,,1,1,,,,0.003048443,0.003050882,-0.017660011,-0.017671698,,,,,,,0.500165158,0.499834842,,0.000330316,0.707106813,0.999533081,,
169,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
170,2.573429456,-285.5253601,285.5253601,,,0.419339603,0.405598289,,,,0.001276074,0.001235192,-0.008503717,-0.008271502,,,,,,,0.209739059,0.202732157,,0.415708683,0.291703267,0.412352756,,
171,3.280781469,-482.7210083,482.7210083,,,0.868543905,0.884288834,,,,0.002646646,0.002696909,-0.015706422,-0.015953965,,,,,,,0.434415399,0.44199837,,0.087786138,0.619741308,0.875925466,,
172,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
173,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
174,2.799787452,-351.0363159,351.0363159,,,0.563088378,0.564625506,,,,0.00171426,0.001720321,-0.010917733,-0.010950262,,,,,,,0.281637187,0.282219501,,0.308633737,0.398707093,0.563670407,,
175,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
176,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
177,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
178,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
179,2.9886144,-403.3055725,403.3055725,,,0.68300304,0.691508625,,,,0.002080086,0.002107727,-0.012845251,-0.012988122,,,,,,,0.341614323,0.345640104,,0.221396385,0.485970597,0.687013402,,
180,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
181,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
182,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
183,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
184,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
185,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
186,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
187,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
188,3.219272708,-464.021637,464.021637,,,0.829482731,0.838896289,,,,0.002527317,0.002558116,-0.015114867,-0.015268075,,,,,,,0.414878361,0.419309594,,0.117522168,0.589868275,0.833865203,,
189,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
190,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
191,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
192,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
193,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
194,3.438102364,-514.0779419,514.0779419,,,0.968450629,0.960407489,,,,0.002951983,0.002929736,-0.017196122,-0.017088689,,,,,,,0.484385262,0.480045126,,0.02556992,0.681962165,0.963860409,,
195,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
196,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
197,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
198,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
199,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
200,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
201,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
202,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
203,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
204,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
205,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
206,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
207,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
208,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
209,2.216204995,-188.1153259,188.1153259,,,0.192484004,0.169136365,,,,0.000585336,0.00051471,-0.004356844,-0.003897338,,,,,,,0.096273792,0.084540248,,0.579544908,0.128123748,0.181050478,,
210,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
211,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
212,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
213,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
214,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
215,2.619561199,-292.7000732,292.7000732,,,0.448635593,0.423014836,,,,0.001365345,0.0012883,-0.009006293,-0.008572907,,,,,,,0.224391892,0.211437554,,0.399267484,0.308314054,0.435729365,,
216,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
217,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
218,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
219,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
220,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
221,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
222,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
223,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
224,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
225,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
226,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
227,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
228,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
229,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
230,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
231,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
232,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
233,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
234,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
235,3.188518213,-455.9121094,455.9121094,,,0.809952071,0.819210489,,,,0.002467663,0.002497937,-0.014817044,-0.014968361,,,,,,,0.405109805,0.409469945,,0.131381664,0.57600311,0.814271287,,
236,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
237,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
238,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
239,2.491812075,-245.756134,245.756134,,,0.367508438,0.309058874,,,,0.001118173,0.000940919,-0.007599168,-0.006556936,,,,,,,0.183814916,0.154478393,,0.468590242,0.240107255,0.338800767,,
240,3.199595078,-456.875061,456.875061,,,0.81698644,0.821548044,,,,0.002489148,0.002505082,-0.014924472,-0.015004023,,,,,,,0.408628152,0.410638337,,0.12803935,0.579310627,0.818987271,,
241,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
242,3.127009452,-437.2668152,437.2668152,,,0.770890897,0.773949216,,,,0.002348377,0.0023596,-0.014217147,-0.014273843,,,,,,,0.385572767,0.386846784,,0.161159765,0.546183838,0.772161982,,
243,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
244,2.759138975,-329.8887329,329.8887329,,,0.53727454,0.513289951,,,,0.001635544,0.001563665,-0.01049329,-0.010102407,,,,,,,0.268726005,0.256560202,,0.336017048,0.371533037,0.525097862,,
245,2.634938447,-295.1734924,295.1734924,,,0.458400923,0.429019037,,,,0.001395106,0.00130661,-0.009172521,-0.008676309,,,,,,,0.22927617,0.214438663,,0.393726394,0.313929129,0.443618566,,
246,2.825810486,-358.0897827,358.0897827,,,0.579614321,0.581747729,,,,0.00176466,0.001772582,-0.011187587,-0.011229869,,,,,,,0.289902888,0.290777784,,0.296737753,0.4106037,0.580488671,,
247,2.604183951,-290.2683716,290.2683716,,,0.438870263,0.417111904,,,,0.001335587,0.0012703,-0.008839426,-0.008470999,,,,,,,0.219507614,0.208487062,,0.40477743,0.302738243,0.427889098,,
248,3.002808783,-404.2714539,404.2714539,,,0.692017191,0.693853292,,,,0.002107596,0.002114889,-0.012987446,-0.013025079,,,,,,,0.346122887,0.346812051,,0.217361902,0.489979229,0.692705694,,
249,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
250,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
251,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
252,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
253,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
254,3.250026974,-476.5918884,476.5918884,,,0.849013245,0.869410454,,,,0.002586978,0.002651412,-0.015411314,-0.015729935,,,,,,,0.424646844,0.434561637,,0.100034183,0.607592585,0.858634259,,
255,2.573429456,-285.5253601,285.5253601,,,0.419339603,0.405598289,,,,0.001276074,0.001235192,-0.008503717,-0.008271502,,,,,,,0.209739059,0.202732157,,0.415708683,0.291703267,0.412352756,,
256,3.234649956,-468.5371094,468.5371094,,,0.839248061,0.849857555,,,,0.002557147,0.002591628,-0.015263261,-0.015434359,,,,,,,0.419762639,0.424788417,,0.110209882,0.597198345,0.844206106,,
257,3.142386471,-441.8133545,441.8133545,,,0.780656081,0.784985896,,,,0.002378196,0.002393329,-0.014367663,-0.014443909,,,,,,,0.390456972,0.392363302,,0.153808733,0.553539158,0.782555749,,
258,3.471222343,-525.949585,525.949585,,,0.989483491,0.989225789,,,,0.003016288,0.003017912,-0.017505715,-0.017513516,,,,,,,0.494905166,0.494449516,,0.00776763,0.699579472,0.989018645,,
259,3.404982139,-505.2853088,505.2853088,,,0.947417611,0.939063457,,,,0.002887686,0.002864439,-0.016885166,-0.016772387,,,,,,,0.473865279,0.469376635,,0.040492182,0.666980298,0.942765008,,
260,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
261,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
262,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
263,3.203895461,-459.6242981,459.6242981,,,0.819717401,0.828221791,,,,0.00249749,0.002525483,-0.014966129,-0.015105731,,,,,,,0.409994083,0.413974108,,0.124738606,0.582640286,0.823660831,,
264,3.173140966,-450.7755432,450.7755432,,,0.800186741,0.806741523,,,,0.002437839,0.002459823,-0.014667608,-0.014777793,,,,,,,0.400225528,0.403237522,,0.13922247,0.568138156,0.803180351,,
265,3.265404222,-477.5820618,477.5820618,,,0.858778575,0.87181409,,,,0.002616811,0.002658762,-0.015559034,-0.015766178,,,,,,,0.429531121,0.435763058,,0.095586597,0.611871243,0.864887218,,
266,2.511920695,-276.789093,276.789093,,,0.380278429,0.384391084,,,,0.001157071,0.001170533,-0.007823958,-0.007901446,,,,,,,0.190202021,0.192132057,,0.436991462,0.270354456,0.382209679,,
267,3.355301801,-491.9049683,491.9049683,,,0.915868084,0.906582808,,,,0.002791256,0.002765089,-0.016416113,-0.016288261,,,,,,,0.458085305,0.453141675,,0.063102472,0.644344252,0.91080251,,
268,2.588806704,-287.8774414,287.8774414,,,0.429104933,0.411307943,,,,0.00130583,0.001252602,-0.008671905,-0.008370554,,,,,,,0.214623337,0.205586041,,0.410257221,0.297201603,0.420097386,,
269,3.487782456,-530.3880005,530.3880005,,,1,1,,,,0.003048443,0.003050882,-0.017660011,-0.017671698,,,,,,,0.500165158,0.499834842,,0.000330316,0.707106813,0.999533081,,
